Order_ID,Restaurant_Name,City,Delivery_Time,Distance,Cost,Rating,Order_Date,Order_Month,Order_day
2667,Quickeats,Delhi,76,9.29,328,2,13/12/2024,12,13
2668,Urban Kitchen,Mumbai,38,10.76,844,1.9,29/09/2024,9,29
2669,Tasty Bites,Delhi,70,13.04,129,2,15/02/2024,2,15
2670,Quickeats,Delhi,77,11.27,473,3,19/03/2024,3,19
2671,Urban Kitchen,Delhi,18,12.18,254,2.3,16/12/2024,12,16
2672,Tasty Bites,Chennai,26,13.78,916,3,10/06/2024,6,10
2673,Spice Hub,Delhi,58,9.37,284,4.8,15/09/2024,9,15
2674,Urban Kitchen,Mumbai,72,12.85,547,4.3,25/02/2024,2,25
2675,Tasty Bites,Chennai,55,4.25,968,3.4,19/05/2024,5,19
2676,Spice Hub,Mumbai,22,12.41,546,1.7,26/01/2024,1,26
2677,Quickeats,Kolkata,54,4.1,531,1.7,31/05/2024,5,31
2678,Quickeats,Delhi,62,14.08,866,3,11/11/2024,11,11
2679,Quickeats,Chennai,26,5.62,268,4.8,27/02/2024,2,27
2680,Quickeats,Chennai,56,3.41,180,4.6,13/08/2024,8,13
2681,Foodies,Delhi,71,3.07,897,1.7,20/09/2024,9,20
2682,Urban Kitchen,Bangalore,59,3.62,309,2.2,07/09/2024,9,7
2683,Urban Kitchen,Bangalore,52,7.27,358,3.4,22/07/2024,7,22
2684,Foodies,Mumbai,77,8.31,648,2.9,26/01/2024,1,26
2685,Tasty Bites,Delhi,37,13.79,385,1.5,18/02/2024,2,18
2686,Tasty Bites,Delhi,54,6.33,153,2.5,25/10/2024,10,25
2687,Quickeats,Kolkata,50,4.04,568,4.8,29/07/2024,7,29
2688,Spice Hub,Bangalore,45,11.41,468,4.8,21/01/2024,1,21
2689,Tasty Bites,Bangalore,42,2.89,823,3.2,20/12/2024,12,20
2690,Spice Hub,Delhi,34,13.49,953,3.5,29/03/2024,3,29
2691,Urban Kitchen,Mumbai,28,6.73,199,1.9,03/10/2024,10,3
2692,Spice Hub,Delhi,56,9.59,696,3,14/01/2024,1,14
2693,Urban Kitchen,Mumbai,42,3.61,824,1.2,15/05/2024,5,15
2694,Foodies,Bangalore,76,3.04,875,1.9,07/01/2024,1,7
2695,Foodies,Kolkata,23,12.18,697,1,15/08/2024,8,15
2696,Quickeats,Chennai,42,7.02,674,2.5,08/04/2024,4,8
2697,Tasty Bites,Bangalore,51,14.81,546,4.4,05/07/2024,7,5
2698,Quickeats,Mumbai,74,8.34,291,4.9,09/05/2024,5,9
2699,Urban Kitchen,Delhi,56,12.84,513,3.7,20/11/2024,11,20
2700,Quickeats,Bangalore,44,14.72,581,4,20/06/2024,6,20
2701,Spice Hub,Kolkata,41,4.94,192,2.1,06/03/2024,3,6
2702,Urban Kitchen,Mumbai,64,12.21,352,3.1,18/01/2024,1,18
2703,Foodies,Delhi,63,1.31,749,3.9,25/07/2024,7,25
2704,Tasty Bites,Chennai,60,10.52,660,3,23/05/2024,5,23
2705,Urban Kitchen,Mumbai,68,11.43,732,1.4,24/09/2024,9,24
2706,Urban Kitchen,Delhi,23,7.68,138,4,29/12/2024,12,29
2707,Spice Hub,Chennai,27,3.27,645,1.9,11/11/2024,11,11
2708,Tasty Bites,Delhi,64,9.63,457,1.4,05/11/2024,11,5
2709,Foodies,Chennai,65,13.57,877,2.9,09/02/2024,2,9
2710,Urban Kitchen,Chennai,58,14.04,108,1.3,19/06/2024,6,19
2711,Urban Kitchen,Chennai,69,11.45,287,3.5,29/05/2024,5,29
2712,Spice Hub,Delhi,62,4.69,707,3.6,04/01/2024,1,4
2713,Quickeats,Chennai,15,13.18,744,2,03/10/2024,10,3
2714,Foodies,Mumbai,79,13.44,774,4.9,18/06/2024,6,18
2715,Tasty Bites,Kolkata,17,6.14,238,4.3,12/12/2024,12,12
2716,Urban Kitchen,Kolkata,24,3.56,397,1.4,23/10/2024,10,23
2717,Urban Kitchen,Chennai,35,13.25,179,4,05/04/2024,4,5
2718,Foodies,Kolkata,48,13.39,702,2.4,05/02/2024,2,5
2719,Quickeats,Kolkata,12,2.41,355,4,01/05/2024,5,1
2720,Urban Kitchen,Chennai,66,14.54,759,4.2,29/09/2024,9,29
2721,Foodies,Chennai,19,8.46,278,1.6,30/06/2024,6,30
2722,Spice Hub,Mumbai,12,14.91,356,3.6,12/12/2024,12,12
2723,Quickeats,Bangalore,55,7.23,317,4.5,23/12/2024,12,23
2724,Tasty Bites,Delhi,31,8.47,366,2.3,02/03/2024,3,2
2725,Urban Kitchen,Chennai,76,4.73,416,1.3,27/04/2024,4,27
2726,Foodies,Chennai,74,13.59,690,1.1,05/12/2024,12,5
2727,Spice Hub,Kolkata,28,7.21,778,1.4,08/09/2024,9,8
2728,Tasty Bites,Mumbai,71,12.4,715,1,08/11/2024,11,8
2729,Foodies,Kolkata,66,2.12,915,2.3,08/04/2024,4,8
2730,Foodies,Chennai,22,12.04,949,2.2,15/10/2024,10,15
2731,Tasty Bites,Chennai,25,7.86,383,1.4,07/09/2024,9,7
2732,Spice Hub,Kolkata,25,1.08,444,3.6,26/01/2024,1,26
2733,Spice Hub,Chennai,61,4.17,826,5,28/03/2024,3,28
2734,Quickeats,Bangalore,50,3.71,174,4.6,06/10/2024,10,6
2735,Urban Kitchen,Delhi,57,11.52,836,2,13/10/2024,10,13
2736,Tasty Bites,Delhi,48,7.68,435,4.1,09/10/2024,10,9
2737,Tasty Bites,Delhi,22,3.24,903,4.7,18/02/2024,2,18
2738,Tasty Bites,Bangalore,13,4.6,954,4.6,13/03/2024,3,13
2739,Spice Hub,Chennai,52,8.06,681,4.5,12/07/2024,7,12
2740,Urban Kitchen,Kolkata,55,1.27,462,4.1,16/07/2024,7,16
2741,Quickeats,Mumbai,56,6.94,289,2.2,01/06/2024,6,1
2742,Foodies,Chennai,62,10.49,571,1.3,16/01/2024,1,16
2743,Foodies,Bangalore,34,8.25,205,3,18/04/2024,4,18
2744,Tasty Bites,Bangalore,50,9.37,169,1.2,27/03/2024,3,27
2745,Urban Kitchen,Delhi,12,5.57,621,5,30/04/2024,4,30
2746,Spice Hub,Chennai,22,3.56,313,2.4,15/07/2024,7,15
2747,Urban Kitchen,Delhi,27,12.34,616,4.8,24/05/2024,5,24
2748,Urban Kitchen,Mumbai,46,13.68,127,4.1,09/01/2024,1,9
2749,Spice Hub,Delhi,52,8.15,414,2.6,11/12/2024,12,11
2750,Tasty Bites,Mumbai,43,5.27,852,1.5,25/09/2024,9,25
2751,Urban Kitchen,Bangalore,64,8.16,606,1.9,27/08/2024,8,27
2752,Foodies,Delhi,61,13.31,335,3.7,18/01/2024,1,18
2753,Spice Hub,Delhi,45,10.68,191,4.3,10/04/2024,4,10
2754,Quickeats,Kolkata,63,13.02,929,4.9,14/02/2024,2,14
2755,Tasty Bites,Bangalore,68,5.6,956,1.5,14/10/2024,10,14
2756,Spice Hub,Kolkata,61,10.97,462,1.6,07/01/2024,1,7
2757,Quickeats,Mumbai,28,10.14,137,1.2,02/10/2024,10,2
2758,Quickeats,Mumbai,21,9,830,2,24/08/2024,8,24
2759,Urban Kitchen,Bangalore,20,8.4,763,4.3,08/07/2024,7,8
2760,Urban Kitchen,Mumbai,57,8.71,803,1.8,14/01/2024,1,14
2761,Urban Kitchen,Bangalore,25,12.9,732,3.2,21/09/2024,9,21
2762,Spice Hub,Mumbai,56,13.82,590,2.8,21/12/2024,12,21
2763,Spice Hub,Chennai,76,2.58,782,2.3,25/06/2024,6,25
2764,Tasty Bites,Delhi,40,8.96,209,3.5,30/03/2024,3,30
2765,Urban Kitchen,Chennai,17,13.86,243,3,02/04/2024,4,2
2766,Quickeats,Bangalore,70,2.89,677,2.3,16/01/2024,1,16
2767,Foodies,Bangalore,53,6.78,933,3.8,10/08/2024,8,10
2768,Tasty Bites,Chennai,59,2.25,296,2.1,31/05/2024,5,31
2769,Spice Hub,Delhi,44,2.59,145,3.6,15/05/2024,5,15
2770,Tasty Bites,Delhi,70,13.66,248,4.8,05/08/2024,8,5
2771,Tasty Bites,Kolkata,64,7.25,671,3.9,30/11/2024,11,30
2772,Tasty Bites,Mumbai,75,10.64,237,2.7,06/09/2024,9,6
2773,Tasty Bites,Kolkata,23,2.94,589,4,17/05/2024,5,17
2774,Foodies,Delhi,13,1.31,501,4.2,24/01/2024,1,24
2775,Urban Kitchen,Chennai,26,13.47,701,2.3,28/08/2024,8,28
2776,Quickeats,Mumbai,78,9.04,823,3.8,15/05/2024,5,15
2777,Tasty Bites,Chennai,33,1.28,780,2.7,01/01/2024,1,1
2778,Tasty Bites,Kolkata,58,14.89,724,4.3,01/09/2024,9,1
2779,Tasty Bites,Bangalore,64,7.89,440,2.2,25/11/2024,11,25
2780,Urban Kitchen,Chennai,32,7.66,677,4.8,20/04/2024,4,20
2781,Spice Hub,Kolkata,21,9.69,401,3.3,23/12/2024,12,23
2782,Spice Hub,Kolkata,20,1.11,217,2.4,31/01/2024,1,31
2783,Foodies,Kolkata,38,8.97,836,2.7,17/08/2024,8,17
2784,Spice Hub,Bangalore,71,9.81,250,2.4,17/03/2024,3,17
2785,Tasty Bites,Bangalore,62,5.16,266,1.6,02/03/2024,3,2
2786,Tasty Bites,Bangalore,57,11.18,706,1.3,04/02/2024,2,4
2787,Tasty Bites,Mumbai,75,6.28,871,2.3,20/06/2024,6,20
2788,Foodies,Bangalore,57,11.05,524,2.8,23/06/2024,6,23
2789,Tasty Bites,Bangalore,68,3.01,870,2.4,22/01/2024,1,22
2790,Spice Hub,Bangalore,66,13.79,536,1.1,14/05/2024,5,14
2791,Urban Kitchen,Chennai,12,13.31,731,3.3,13/05/2024,5,13
2792,Urban Kitchen,Bangalore,41,3.11,173,1.6,12/01/2024,1,12
2793,Quickeats,Mumbai,17,14.14,461,1.8,09/04/2024,4,9
2794,Spice Hub,Kolkata,39,8.81,195,1.5,12/02/2024,2,12
2795,Tasty Bites,Chennai,24,10.82,391,3.1,25/11/2024,11,25
2796,Urban Kitchen,Delhi,64,12.76,276,1.4,20/09/2024,9,20
2797,Spice Hub,Bangalore,47,2.17,126,2,19/07/2024,7,19
2798,Urban Kitchen,Kolkata,24,3.37,920,2.8,20/05/2024,5,20
2799,Tasty Bites,Kolkata,39,5.07,404,1.7,02/07/2024,7,2
2800,Urban Kitchen,Chennai,55,7.68,822,2.8,06/09/2024,9,6
2801,Quickeats,Delhi,73,5.84,969,2.4,26/05/2024,5,26
2802,Quickeats,Mumbai,35,8.08,868,4.4,05/10/2024,10,5
2803,Urban Kitchen,Kolkata,76,3.6,929,4.2,25/10/2024,10,25
2804,Spice Hub,Kolkata,45,10.55,304,5,06/10/2024,10,6
2805,Spice Hub,Kolkata,40,1.78,966,3.1,12/08/2024,8,12
2806,Spice Hub,Kolkata,49,6.06,677,3.3,02/08/2024,8,2
2807,Urban Kitchen,Chennai,55,3.51,761,4.8,08/12/2024,12,8
2808,Spice Hub,Delhi,51,11.22,778,2.6,03/06/2024,6,3
2809,Tasty Bites,Kolkata,27,13.37,319,3.2,19/05/2024,5,19
2810,Quickeats,Mumbai,45,2.1,399,2.5,15/02/2024,2,15
2811,Tasty Bites,Mumbai,59,11.99,357,3.2,20/04/2024,4,20
2812,Spice Hub,Bangalore,70,13.54,814,1.3,17/07/2024,7,17
2813,Tasty Bites,Kolkata,49,14.64,339,4.1,15/08/2024,8,15
2814,Spice Hub,Kolkata,12,9.11,926,4.9,28/10/2024,10,28
2815,Urban Kitchen,Kolkata,16,5.58,328,1.3,22/03/2024,3,22
2816,Tasty Bites,Kolkata,40,5.51,573,4.2,23/05/2024,5,23
2817,Urban Kitchen,Kolkata,74,6.31,255,2,27/02/2024,2,27
2818,Urban Kitchen,Mumbai,73,9.58,317,1.8,21/05/2024,5,21
2819,Foodies,Delhi,12,7.86,564,3.8,06/12/2024,12,6
2820,Spice Hub,Delhi,44,10.15,294,1.2,25/01/2024,1,25
2821,Quickeats,Bangalore,24,1.55,369,2.9,11/04/2024,4,11
2822,Spice Hub,Mumbai,30,2.48,627,1,22/05/2024,5,22
2823,Quickeats,Kolkata,71,14.67,852,3.2,14/03/2024,3,14
2824,Spice Hub,Delhi,37,14.94,863,2.8,13/02/2024,2,13
2825,Urban Kitchen,Chennai,13,11.45,662,4.7,13/12/2024,12,13
2826,Tasty Bites,Chennai,22,4.59,455,3.9,28/08/2024,8,28
2827,Tasty Bites,Chennai,60,14.35,639,1.5,22/03/2024,3,22
2828,Foodies,Kolkata,57,3.99,575,2.4,23/12/2024,12,23
2829,Quickeats,Kolkata,48,11.24,664,4.7,06/03/2024,3,6
2830,Quickeats,Bangalore,76,2.61,407,3.9,04/10/2024,10,4
2831,Quickeats,Bangalore,67,10.08,727,3.4,27/03/2024,3,27
2832,Urban Kitchen,Bangalore,11,11.63,508,3.2,30/12/2024,12,30
2833,Quickeats,Chennai,34,13.03,540,2.6,11/12/2024,12,11
2834,Tasty Bites,Kolkata,20,11.28,620,3.3,10/02/2024,2,10
2835,Urban Kitchen,Chennai,10,13.93,622,4.1,22/07/2024,7,22
2836,Spice Hub,Bangalore,57,8.29,584,1.5,14/12/2024,12,14
2837,Quickeats,Kolkata,57,10.48,718,4.9,04/12/2024,12,4
2838,Quickeats,Mumbai,19,6.17,912,2,13/08/2024,8,13
2839,Spice Hub,Delhi,39,1.15,952,2.8,17/02/2024,2,17
2840,Quickeats,Delhi,44,11.59,357,1.1,09/10/2024,10,9
2841,Spice Hub,Bangalore,28,13.18,793,3.2,15/12/2024,12,15
2842,Urban Kitchen,Chennai,62,3.43,269,2.5,16/08/2024,8,16
2843,Tasty Bites,Mumbai,43,1.4,560,2,13/12/2024,12,13
2844,Spice Hub,Kolkata,41,3.3,936,4.9,16/07/2024,7,16
2845,Foodies,Chennai,15,13.53,750,2.7,10/07/2024,7,10
2846,Spice Hub,Bangalore,22,5.14,896,2.7,07/11/2024,11,7
2847,Quickeats,Chennai,73,4.27,210,2.9,10/03/2024,3,10
2848,Urban Kitchen,Bangalore,16,1.2,703,1.5,21/01/2024,1,21
2849,Urban Kitchen,Delhi,54,5.16,319,2.6,16/02/2024,2,16
2850,Spice Hub,Delhi,54,11.02,104,2.3,11/11/2024,11,11
2851,Tasty Bites,Chennai,74,14.43,631,2.9,20/08/2024,8,20
2852,Foodies,Mumbai,28,5.38,712,4.4,30/03/2024,3,30
2853,Urban Kitchen,Kolkata,56,4.37,394,1.8,20/08/2024,8,20
2854,Quickeats,Bangalore,55,13.43,551,3.4,29/09/2024,9,29
2855,Quickeats,Kolkata,38,12.94,768,1.2,09/09/2024,9,9
2856,Tasty Bites,Delhi,70,5.59,994,2.3,17/07/2024,7,17
2857,Urban Kitchen,Mumbai,74,1.96,612,2.9,01/06/2024,6,1
2858,Spice Hub,Mumbai,32,14.89,551,1.3,10/06/2024,6,10
2859,Quickeats,Kolkata,60,10.53,218,3.2,08/10/2024,10,8
2860,Tasty Bites,Delhi,72,13.97,484,2.2,06/01/2024,1,6
2861,Urban Kitchen,Kolkata,31,5.79,359,5,10/01/2024,1,10
2862,Urban Kitchen,Chennai,42,10.07,498,3.5,02/12/2024,12,2
2863,Urban Kitchen,Mumbai,53,10.44,274,2,10/05/2024,5,10
2864,Urban Kitchen,Mumbai,16,13.22,513,1.4,10/11/2024,11,10
2865,Urban Kitchen,Chennai,11,14.9,233,1.2,21/04/2024,4,21
2866,Quickeats,Delhi,26,2.52,201,1.4,20/03/2024,3,20
2867,Tasty Bites,Mumbai,74,9.84,484,3.7,17/02/2024,2,17
2868,Urban Kitchen,Bangalore,67,5.71,554,4.4,30/05/2024,5,30
2869,Foodies,Bangalore,39,12.36,161,3,31/03/2024,3,31
2870,Foodies,Delhi,35,11.56,665,2.6,12/05/2024,5,12
2871,Tasty Bites,Chennai,44,13.5,916,2.4,02/07/2024,7,2
2872,Spice Hub,Kolkata,72,5.81,106,3.6,16/08/2024,8,16
2873,Spice Hub,Delhi,37,3.58,967,1.7,16/03/2024,3,16
2874,Spice Hub,Kolkata,34,1.31,614,4.8,25/03/2024,3,25
2875,Foodies,Delhi,70,4.58,431,3.9,19/09/2024,9,19
2876,Spice Hub,Bangalore,40,6.14,478,4.8,21/08/2024,8,21
2877,Quickeats,Chennai,63,14.24,544,2.1,21/09/2024,9,21
2878,Urban Kitchen,Bangalore,76,7.88,434,3.4,03/08/2024,8,3
2879,Foodies,Chennai,60,8.79,567,3.9,10/12/2024,12,10
2880,Tasty Bites,Kolkata,67,13.32,760,3.8,22/06/2024,6,22
2881,Tasty Bites,Delhi,43,13.39,387,1.1,06/02/2024,2,6
2882,Urban Kitchen,Mumbai,68,8.39,111,5,17/01/2024,1,17
2883,Foodies,Mumbai,30,2.59,203,4.7,23/10/2024,10,23
2884,Spice Hub,Chennai,65,4.79,722,1.5,15/11/2024,11,15
2885,Spice Hub,Chennai,46,7.4,362,3.2,04/12/2024,12,4
2886,Quickeats,Bangalore,73,11.52,534,2.3,08/11/2024,11,8
2887,Quickeats,Mumbai,28,10.96,272,4.5,14/02/2024,2,14
2888,Spice Hub,Bangalore,62,10,706,3.8,13/03/2024,3,13
2889,Tasty Bites,Kolkata,72,13.32,420,1.9,30/12/2024,12,30
2890,Tasty Bites,Mumbai,71,12.24,814,1.1,18/04/2024,4,18
2891,Quickeats,Kolkata,28,14.75,144,2.2,12/12/2024,12,12
2892,Urban Kitchen,Delhi,11,13.45,645,1.2,08/12/2024,12,8
2893,Spice Hub,Bangalore,15,3.74,310,1.6,17/05/2024,5,17
2894,Quickeats,Unknown,38,1.81,836,3.5,30/06/2024,6,30
2895,Quickeats,Mumbai,50,6.8,516,4,26/10/2024,10,26
2896,Spice Hub,Bangalore,60,9.65,363,2.9,30/10/2024,10,30
2897,Spice Hub,Chennai,14,10,400,3.4,22/11/2024,11,22
2898,Tasty Bites,Delhi,50,4.75,555,1.6,02/01/2024,1,2
2899,Urban Kitchen,Mumbai,71,13.04,325,2.3,20/03/2024,3,20
2900,Urban Kitchen,Kolkata,39,5.61,203,3.9,27/04/2024,4,27
2901,Spice Hub,Delhi,71,13.87,320,2.5,18/09/2024,9,18
2902,Foodies,Chennai,36,7.6,433,2.4,20/03/2024,3,20
2903,Quickeats,Mumbai,59,1.15,517,1.8,29/03/2024,3,29
2904,Quickeats,Mumbai,61,3.27,400,3.4,14/02/2024,2,14
2905,Spice Hub,Delhi,58,2.43,734,4.2,22/09/2024,9,22
2906,Foodies,Mumbai,71,1.62,584,2.9,31/08/2024,8,31
2907,Tasty Bites,Chennai,69,11,556,1.5,14/10/2024,10,14
2908,Spice Hub,Delhi,63,3.69,535,4.4,02/01/2024,1,2
2909,Spice Hub,Kolkata,14,12.74,493,1.3,03/10/2024,10,3
2910,Quickeats,Delhi,18,4.7,833,2.9,02/09/2024,9,2
2911,Spice Hub,Delhi,43,1.45,142,2,13/08/2024,8,13
2912,Spice Hub,Kolkata,45,12.49,309,4.7,14/12/2024,12,14
2913,Spice Hub,Chennai,29,7.53,948,4,21/08/2024,8,21
2914,Quickeats,Bangalore,72,9.39,110,3.3,30/04/2024,4,30
2915,Tasty Bites,Bangalore,76,5.71,315,3.7,23/01/2024,1,23
2916,Tasty Bites,Kolkata,39,1.64,263,3.1,18/07/2024,7,18
2917,Spice Hub,Chennai,78,6.18,324,1.6,23/08/2024,8,23
2918,Quickeats,Mumbai,79,8.26,836,3.8,05/02/2024,2,5
2919,Tasty Bites,Kolkata,12,1.16,345,3,14/01/2024,1,14
2920,Tasty Bites,Bangalore,58,9.04,757,3.5,15/01/2024,1,15
2921,Tasty Bites,Chennai,51,13.5,802,1.2,01/09/2024,9,1
2922,Quickeats,Delhi,33,4.05,872,1.6,17/10/2024,10,17
2923,Quickeats,Chennai,53,13.97,898,3.4,29/04/2024,4,29
2924,Spice Hub,Chennai,10,2.37,115,2.8,22/01/2024,1,22
2925,Urban Kitchen,Bangalore,63,12.56,293,1.9,23/06/2024,6,23
2926,Tasty Bites,Bangalore,61,12.76,108,2,18/10/2024,10,18
2927,Urban Kitchen,Mumbai,45,4.61,613,3.5,27/09/2024,9,27
2928,Quickeats,Mumbai,47,14.41,392,1.2,30/04/2024,4,30
2929,Quickeats,Kolkata,53,6.83,183,2.7,05/04/2024,4,5
2930,Quickeats,Delhi,56,2.98,308,3.1,04/07/2024,7,4
2931,Urban Kitchen,Mumbai,38,9.28,157,2.2,17/06/2024,6,17
2932,Quickeats,Bangalore,60,14.95,950,4.3,21/12/2024,12,21
2933,Spice Hub,Chennai,50,13.59,611,1.2,10/12/2024,12,10
2934,Quickeats,Kolkata,73,4.9,717,4.5,24/08/2024,8,24
2935,Foodies,Mumbai,57,9.08,747,3.9,25/11/2024,11,25
2936,Urban Kitchen,Chennai,31,2.62,919,2.8,19/08/2024,8,19
2937,Foodies,Chennai,26,7.47,430,4.7,26/01/2024,1,26
2938,Quickeats,Mumbai,14,8.32,560,3.8,10/09/2024,9,10
2939,Spice Hub,Delhi,70,5.41,688,4.7,30/01/2024,1,30
2940,Tasty Bites,Delhi,15,7.78,551,2.9,24/12/2024,12,24
2941,Quickeats,Kolkata,62,13.88,309,2.8,13/10/2024,10,13
2942,Spice Hub,Delhi,26,8,843,3.1,18/04/2024,4,18
2943,Urban Kitchen,Kolkata,68,12.63,224,1.3,03/12/2024,12,3
2944,Foodies,Bangalore,48,5.44,791,4.6,14/09/2024,9,14
2945,Foodies,Mumbai,63,14.6,561,3.7,29/11/2024,11,29
2946,Foodies,Chennai,57,2.31,389,3.5,18/08/2024,8,18
2947,Urban Kitchen,Kolkata,46,9.2,313,4.7,27/05/2024,5,27
2948,Spice Hub,Delhi,57,12.06,531,5,03/02/2024,2,3
2949,Urban Kitchen,Kolkata,77,12.4,196,1.7,29/02/2024,2,29
2950,Foodies,Kolkata,36,3.78,348,4,16/10/2024,10,16
2951,Quickeats,Delhi,36,6.62,602,3.3,13/06/2024,6,13
2952,Tasty Bites,Delhi,72,9.74,832,2.8,13/07/2024,7,13
2953,Urban Kitchen,Mumbai,61,5.42,624,4.9,06/05/2024,5,6
2954,Urban Kitchen,Chennai,56,10.22,604,3,12/08/2024,8,12
2955,Spice Hub,Mumbai,30,6.3,917,3.8,01/10/2024,10,1
2956,Spice Hub,Mumbai,66,5.91,190,2.5,10/08/2024,8,10
2957,Urban Kitchen,Delhi,51,2.51,804,3.7,21/02/2024,2,21
2958,Foodies,Delhi,57,1.55,810,3.1,13/02/2024,2,13
2959,Tasty Bites,Chennai,36,12.69,871,2,26/03/2024,3,26
2960,Spice Hub,Kolkata,42,7.85,675,3,03/06/2024,6,3
2961,Foodies,Mumbai,44,8.88,941,1.8,07/02/2024,2,7
2962,Quickeats,Chennai,25,6.21,843,3,01/04/2024,4,1
2963,Spice Hub,Mumbai,45,2.91,838,3.9,28/05/2024,5,28
2964,Foodies,Kolkata,75,7.29,266,1.1,13/01/2024,1,13
2965,Foodies,Mumbai,65,4.21,350,4.1,14/12/2024,12,14
2966,Tasty Bites,Bangalore,26,12.73,546,1.1,24/10/2024,10,24
2967,Tasty Bites,Chennai,29,14.82,285,3.1,12/08/2024,8,12
2968,Quickeats,Delhi,17,13.45,348,3.3,17/12/2024,12,17
2969,Foodies,Mumbai,27,8.4,883,4,30/10/2024,10,30
2970,Foodies,Chennai,27,9.79,439,4,15/02/2024,2,15
2971,Tasty Bites,Chennai,27,14.27,545,2.7,07/08/2024,8,7
2972,Spice Hub,Mumbai,11,8.54,237,1.3,23/04/2024,4,23
2973,Spice Hub,Delhi,60,9.94,208,3.8,18/03/2024,3,18
2974,Urban Kitchen,Delhi,19,9.81,929,3,08/11/2024,11,8
2975,Tasty Bites,Mumbai,23,10.91,516,2.3,03/11/2024,11,3
2976,Urban Kitchen,Chennai,35,9.96,525,1.9,04/10/2024,10,4
2977,Tasty Bites,Delhi,56,10.39,143,1.5,17/01/2024,1,17
2978,Quickeats,Mumbai,39,11.16,441,2.2,06/04/2024,4,6
2979,Foodies,Mumbai,65,12.33,948,2.8,11/04/2024,4,11
2980,Quickeats,Mumbai,51,6.64,300,2.9,08/10/2024,10,8
2981,Tasty Bites,Chennai,13,11.44,477,3.3,15/06/2024,6,15
2982,Foodies,Delhi,20,2.4,203,2.4,11/03/2024,3,11
2983,Spice Hub,Chennai,33,13.27,557,4.7,04/08/2024,8,4
2984,Spice Hub,Bangalore,76,5.06,514,3,27/08/2024,8,27
2985,Urban Kitchen,Delhi,46,6.65,731,2.7,27/06/2024,6,27
2986,Tasty Bites,Chennai,11,12.25,501,1.2,06/06/2024,6,6
2987,Tasty Bites,Delhi,21,9.92,489,3.4,10/02/2024,2,10
2988,Spice Hub,Bangalore,30,5.32,461,3.4,19/02/2024,2,19
2989,Quickeats,Kolkata,78,4.16,533,3.3,10/10/2024,10,10
2990,Foodies,Mumbai,73,14.41,482,4.6,14/03/2024,3,14
2991,Quickeats,Chennai,77,2.23,127,4.1,05/07/2024,7,5
2992,Quickeats,Bangalore,52,1.06,206,4.5,31/08/2024,8,31
2993,Spice Hub,Bangalore,63,10.42,891,1.2,06/03/2024,3,6
2994,Spice Hub,Delhi,71,9.6,639,2.3,22/08/2024,8,22
2995,Spice Hub,Delhi,21,11.33,285,2.3,23/04/2024,4,23
2996,Urban Kitchen,Mumbai,10,11.24,294,3.6,24/07/2024,7,24
2997,Quickeats,Delhi,42,13.09,245,2.8,25/09/2024,9,25
2998,Tasty Bites,Chennai,73,13.91,871,4.1,13/09/2024,9,13
2999,Foodies,Chennai,77,11.85,971,2.5,29/03/2024,3,29
3000,Urban Kitchen,Chennai,23,4.25,788,1.9,10/01/2024,1,10
3001,Tasty Bites,Kolkata,23,7.49,227,2.2,09/07/2024,7,9
3002,Quickeats,Chennai,18,9.98,995,1.7,21/08/2024,8,21
3003,Spice Hub,Delhi,35,8.55,205,1.8,23/02/2024,2,23
3004,Quickeats,Delhi,58,3.22,515,1.9,30/05/2024,5,30
3005,Foodies,Chennai,26,9.25,451,1.1,22/11/2024,11,22
3006,Urban Kitchen,Bangalore,77,13.41,482,3.9,01/11/2024,11,1
3007,Urban Kitchen,Bangalore,69,6.86,822,2.6,28/02/2024,2,28
3008,Foodies,Bangalore,12,10.37,448,1.1,18/09/2024,9,18
3009,Tasty Bites,Mumbai,34,9.62,580,2.5,30/12/2024,12,30
3010,Tasty Bites,Kolkata,30,6.28,933,4.6,01/02/2024,2,1
3011,Urban Kitchen,Chennai,21,8.91,413,3,04/11/2024,11,4
3012,Urban Kitchen,Mumbai,63,3.94,622,4.9,29/12/2024,12,29
3013,Spice Hub,Bangalore,10,8.65,978,3.2,09/03/2024,3,9
3014,Tasty Bites,Chennai,10,12.18,459,4.9,23/03/2024,3,23
3015,Foodies,Mumbai,54,11.63,420,1.8,14/09/2024,9,14
3016,Tasty Bites,Delhi,55,6.01,483,2.2,25/10/2024,10,25
3017,Spice Hub,Bangalore,57,2.57,116,3.8,09/02/2024,2,9
3018,Urban Kitchen,Mumbai,16,12.2,469,4.9,04/01/2024,1,4
3019,Urban Kitchen,Delhi,19,4.71,947,4.3,15/03/2024,3,15
3020,Spice Hub,Bangalore,24,1.74,165,3.2,22/06/2024,6,22
3021,Foodies,Kolkata,49,7.23,985,1.3,14/04/2024,4,14
3022,Urban Kitchen,Bangalore,20,11.35,212,2.5,27/05/2024,5,27
3023,Quickeats,Kolkata,65,12.32,743,1.3,01/05/2024,5,1
3024,Urban Kitchen,Kolkata,55,14.75,515,2.2,14/01/2024,1,14
3025,Quickeats,Kolkata,54,3.65,170,2,20/12/2024,12,20
3026,Spice Hub,Chennai,22,5.11,160,2.6,30/12/2024,12,30
3027,Spice Hub,Chennai,36,9.53,543,4.3,25/06/2024,6,25
3028,Urban Kitchen,Kolkata,59,12.36,413,1.6,21/01/2024,1,21
